Unique_Transcript_Header,Orthogroup,Gene_Symbols,Transcript_Header,Seq_Location_of_Transcript,Sample,TPM,NumReads
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_2_R1,1.18882,92.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_2_R1,1.18882,92.0
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_2_R2,1.18625,115.434
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_4_R1,1.18508,192.0
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_1_R6,1.17936,193.694
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_6_R4,1.16827,246.162
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_6_R5,1.15936,102.62
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_3_R4,1.15878,94.2788
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_4_R5,1.14683,82.8055
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_4_R4,1.14542,101.056
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_2_R3,1.11908,83.1923
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_6_R5,1.10485,133.349
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_2_R6,1.0928,302.968
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_2_R6,1.0928,302.968
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_2_R5,1.07374,125.0
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_2_R4,1.05492,370.071
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_2_R4,1.05492,370.071
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_5_R6,1.05016,58.4207
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_1_R3,1.00737,73.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_1_R3,1.00737,73.0
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_1_R3,0.983719,89.7428
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_2_R5,0.965932,83.3228
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_6_R2,0.954419,61.8981
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_2_R5,0.95208,255.186
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_2_R5,0.95208,255.186
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_6_R6,0.921318,60.0
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_2_R4,0.912307,139.0
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_2_R3,0.911283,90.3388
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_1_R2,0.904616,89.3772
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_1_R2,0.904616,89.3772
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_6_R2,0.879923,191.709
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_6_R2,0.879923,191.709
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_2_R3,0.870331,199.406
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_2_R3,0.870331,199.406
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_5_R6,0.847031,65.0
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_5_R5,0.840892,28.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_5_R5,0.840892,28.0
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_4_R6,0.838164,47.721
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_5_R1,0.837846,54.0452
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_1_R4,0.833911,125.0
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_2_R6,0.827419,74.0214
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_6_R6,0.82438,23.9617
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_6_R4,0.816206,74.611
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_1_R1,0.808914,101.0
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_2_R1,0.808371,76.5612
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_6_R6,0.799982,36.9544
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_6_R2,0.798199,43.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_6_R2,0.798199,43.0
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_1_R2,0.795879,51.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_1_R2,0.795879,51.0
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_4_R6,0.787043,37.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_4_R6,0.787043,37.0
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_3_R6,0.781418,61.4859
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_5_R6,0.733359,34.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_5_R6,0.733359,34.0
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_4_R6,0.718838,56.0
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_5_R5,0.709091,39.0
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_4_R2,0.705146,46.5537
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_6_R3,0.68999,35.5821
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_1_R6,0.68444,82.3113
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_5_R4,0.672453,51.0
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_5_R2,0.646991,46.9
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_6_R2,0.60726,55.0
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_3_R5,0.591415,55.6759
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_1_R4,0.573302,63.7007
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_1_R3,0.566351,68.3818
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_5_R4,0.564117,31.1278
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_2_R1,0.555961,71.3669
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_1_R5,0.524344,39.6821
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_3_R3,0.496915,19.5634
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_2_R1,0.492661,149.909
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_2_R1,0.492661,149.909
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_2_R6,0.482479,58.0
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_5_R5,0.475596,18.6757
Ec_actinula_t.103146..3-2969,OG0000024,PKD1L3,Ec_actinula_t.103146,3-2969,STG_6_R1,0.474211,16.6897
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_3_R4,0.459841,22.4148
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_3_R5,0.446713,24.8864
Ec_actinula_t.66208..2940-1282,OG0000024,PKD1L3,Ec_actinula_t.66208,2940-1282,STG_6_R1,0.446234,20.8273
Ec_actinula_t.66208..4060-2882,OG0000024,PKD1L3,Ec_actinula_t.66208,4060-2882,STG_6_R1,0.446234,20.8273
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_1_R4,0.445712,156.482
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_1_R4,0.445712,156.482
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_6_R1,0.399068,12.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_6_R1,0.399068,12.0
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_6_R1,0.397583,20.0
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_1_R3,0.342198,97.3653
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_1_R3,0.342198,97.3653
Ec_actinula_t.90542..2-2404,OG0000024,PKD1L3,Ec_actinula_t.90542,2-2404,STG_3_R5,0.338568,25.0
Ec_actinula_t.90542..2196-2618,OG0000024,PKD1L3,Ec_actinula_t.90542,2196-2618,STG_3_R5,0.338568,25.0
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_1_R6,0.333917,129.467
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_1_R6,0.333917,129.467
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_3_R5,0.332073,41.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_5_R1,0.331866,7.69993
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_1_R5,0.321232,77.5287
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_1_R5,0.321232,77.5287
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_6_R5,0.31571,15.9426
Ec_actinula_t.637..3846-322,OG0000024,PKD1L3,Ec_actinula_t.637,3846-322,STG_1_R2,0.315286,34.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_3_R3,0.308916,4.36603
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_2_R6,0.26572,13.6636
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_2_R2,0.260381,10.9439
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_6_R2,0.253194,10.4422
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_3_R2,0.239338,7.34815
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_6_R1,0.199621,4.26774
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_1_R1,0.187838,10.3368
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_5_R4,0.156023,5.26815
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_2_R3,0.148471,6.19007
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_1_R3,0.139551,7.62461
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_5_R3,0.127223,4.20729
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_3_R2,0.113188,9.3255
Ec_actinula_t.100430..3134-5638,OG0000024,PKD1L3,Ec_actinula_t.100430,3134-5638,STG_1_R2,0.112664,28.2898
Ec_actinula_t.100430..6459-9845,OG0000024,PKD1L3,Ec_actinula_t.100430,6459-9845,STG_1_R2,0.112664,28.2898
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_6_R5,0.083001,1.5128
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_1_R4,0.0775807,5.07572
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_3_R1,0.0758607,1.84917
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_1_R2,0.0742916,3.48659
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_4_R5,0.0708407,1.85159
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_4_R3,0.064536,2.00755
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_2_R4,0.062951,3.99326
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_3_R1,0.0624232,3.92856
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_4_R1,0.0605935,3.9914
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_4_R1,0.0604467,1.58738
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_2_R5,0.0538699,2.6376
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_1_R6,0.0452252,1.1966
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_5_R5,0.0,0.0
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_1_R5,0.0,0.0
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_4_R6,0.0,0.0
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_2_R1,0.0,0.0
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_1_R6,0.0,0.0
Ec_actinula_t.1124..593-237,OG0000024,PKD1L3,Ec_actinula_t.1124,593-237,STG_5_R6,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_3_R6,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_5_R5,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_2_R4,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_6_R6,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_6_R1,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_1_R5,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_2_R2,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_3_R4,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_4_R6,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_1_R2,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_1_R1,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_3_R5,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_5_R2,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_5_R3,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_6_R2,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_2_R1,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_4_R2,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_5_R6,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_2_R6,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_2_R5,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_5_R4,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_1_R3,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_6_R4,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_2_R3,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_4_R4,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_1_R4,0.0,0.0
Ec_actinula_t.33359..1-705,OG0000024,PKD1L3,Ec_actinula_t.33359,1-705,STG_6_R3,0.0,0.0
