Unique_Transcript_Header,Orthogroup,Gene_Symbols,Transcript_Header,Seq_Location_of_Transcript,Sample,TPM,NumReads
Ec_actinula_t.27738..1-2184,OG0000899,PKD2L1,Ec_actinula_t.27738,1-2184,STG_3_R6,0.0587338,5.43927
Ec_actinula_t.27738..1-2184,OG0000899,PKD2L1,Ec_actinula_t.27738,1-2184,STG_5_R4,0.0516111,2.00456
Ec_actinula_t.27738..1-2184,OG0000899,PKD2L1,Ec_actinula_t.27738,1-2184,STG_6_R6,0.0515514,1.71521
Ec_actinula_t.37685..108-947,OG0000899,PKD2L1,Ec_actinula_t.37685,108-947,STG_1_R6,0.0484105,1.0
Ec_actinula_t.27738..1-2184,OG0000899,PKD2L1,Ec_actinula_t.27738,1-2184,STG_2_R6,0.0470347,2.7235
Ec_actinula_t.27738..1-2184,OG0000899,PKD2L1,Ec_actinula_t.27738,1-2184,STG_1_R4,0.0415216,3.0032
Ec_actinula_t.27738..1-2184,OG0000899,PKD2L1,Ec_actinula_t.27738,1-2184,STG_1_R2,0.0347724,1.79588
Ec_actinula_t.27738..1-2184,OG0000899,PKD2L1,Ec_actinula_t.27738,1-2184,STG_3_R3,0.030545,1.39596
Ec_actinula_t.27738..1-2184,OG0000899,PKD2L1,Ec_actinula_t.27738,1-2184,STG_4_R6,0.0302729,1.19956
Ec_actinula_t.27738..1-2184,OG0000899,PKD2L1,Ec_actinula_t.27738,1-2184,STG_6_R5,0.0300842,1.81022
Ec_actinula_t.27738..1-2184,OG0000899,PKD2L1,Ec_actinula_t.27738,1-2184,STG_3_R4,0.0273076,1.51445
Ec_actinula_t.27738..1-2184,OG0000899,PKD2L1,Ec_actinula_t.27738,1-2184,STG_4_R4,0.0272211,2.77824
Ec_actinula_t.27738..1-2184,OG0000899,PKD2L1,Ec_actinula_t.27738,1-2184,STG_5_R6,0.0247479,1.0
Ec_actinula_t.27738..1-2184,OG0000899,PKD2L1,Ec_actinula_t.27738,1-2184,STG_3_R1,0.0237693,1.78723
Ec_actinula_t.27738..1-2184,OG0000899,PKD2L1,Ec_actinula_t.27738,1-2184,STG_6_R4,0.0208104,2.08531
Ec_actinula_t.50415..1309-167,OG0000899,PKD2L1,Ec_actinula_t.50415,1309-167,STG_5_R6,8.72003e-06,0.000141154
Ec_actinula_t.27738..1-2184,OG0000899,PKD2L1,Ec_actinula_t.27738,1-2184,STG_5_R5,0.0,0.0
Ec_actinula_t.27738..1-2184,OG0000899,PKD2L1,Ec_actinula_t.27738,1-2184,STG_6_R1,0.0,0.0
Ec_actinula_t.27738..1-2184,OG0000899,PKD2L1,Ec_actinula_t.27738,1-2184,STG_5_R1,0.0,0.0
Ec_actinula_t.27738..1-2184,OG0000899,PKD2L1,Ec_actinula_t.27738,1-2184,STG_5_R3,0.0,0.0
Ec_actinula_t.27738..1-2184,OG0000899,PKD2L1,Ec_actinula_t.27738,1-2184,STG_2_R5,0.0,0.0
Ec_actinula_t.27738..1-2184,OG0000899,PKD2L1,Ec_actinula_t.27738,1-2184,STG_2_R3,0.0,0.0
Ec_actinula_t.37685..108-947,OG0000899,PKD2L1,Ec_actinula_t.37685,108-947,STG_3_R4,0.0,0.0
Ec_actinula_t.37685..108-947,OG0000899,PKD2L1,Ec_actinula_t.37685,108-947,STG_5_R3,0.0,0.0
Ec_actinula_t.37685..108-947,OG0000899,PKD2L1,Ec_actinula_t.37685,108-947,STG_6_R2,0.0,0.0
Ec_actinula_t.37685..108-947,OG0000899,PKD2L1,Ec_actinula_t.37685,108-947,STG_5_R6,0.0,0.0
Ec_actinula_t.37685..108-947,OG0000899,PKD2L1,Ec_actinula_t.37685,108-947,STG_1_R4,0.0,0.0
Ec_actinula_t.50415..1309-167,OG0000899,PKD2L1,Ec_actinula_t.50415,1309-167,STG_5_R5,0.0,0.0
Ec_actinula_t.50415..1309-167,OG0000899,PKD2L1,Ec_actinula_t.50415,1309-167,STG_6_R6,0.0,0.0
Ec_actinula_t.50415..1309-167,OG0000899,PKD2L1,Ec_actinula_t.50415,1309-167,STG_4_R6,0.0,0.0
Ec_actinula_t.50415..1309-167,OG0000899,PKD2L1,Ec_actinula_t.50415,1309-167,STG_3_R5,0.0,0.0
Ec_actinula_t.50415..1309-167,OG0000899,PKD2L1,Ec_actinula_t.50415,1309-167,STG_5_R3,0.0,0.0
Ec_actinula_t.50415..1309-167,OG0000899,PKD2L1,Ec_actinula_t.50415,1309-167,STG_6_R2,0.0,0.0
Ec_actinula_t.50415..1309-167,OG0000899,PKD2L1,Ec_actinula_t.50415,1309-167,STG_4_R5,0.0,0.0
Ec_actinula_t.50415..1309-167,OG0000899,PKD2L1,Ec_actinula_t.50415,1309-167,STG_5_R4,0.0,0.0
Ec_actinula_t.50415..1309-167,OG0000899,PKD2L1,Ec_actinula_t.50415,1309-167,STG_6_R4,0.0,0.0
Ec_actinula_t.50415..1309-167,OG0000899,PKD2L1,Ec_actinula_t.50415,1309-167,STG_6_R3,0.0,0.0
Ec_actinula_t.50416..1024-557,OG0000899,PKD2L1,Ec_actinula_t.50416,1024-557,STG_5_R5,0.0,0.0
Ec_actinula_t.50416..1024-557,OG0000899,PKD2L1,Ec_actinula_t.50416,1024-557,STG_3_R4,0.0,0.0
Ec_actinula_t.50416..1024-557,OG0000899,PKD2L1,Ec_actinula_t.50416,1024-557,STG_4_R6,0.0,0.0
Ec_actinula_t.50416..1024-557,OG0000899,PKD2L1,Ec_actinula_t.50416,1024-557,STG_5_R3,0.0,0.0
Ec_actinula_t.50416..1024-557,OG0000899,PKD2L1,Ec_actinula_t.50416,1024-557,STG_6_R5,0.0,0.0
Ec_actinula_t.50416..1024-557,OG0000899,PKD2L1,Ec_actinula_t.50416,1024-557,STG_5_R4,0.0,0.0
Ec_actinula_t.50416..1024-557,OG0000899,PKD2L1,Ec_actinula_t.50416,1024-557,STG_1_R3,0.0,0.0
