gene_acc	Homo_seqid	OG	symbol	Actinula_seqid
NP_001160167.1	Homo_18830	OG0000159	SLC1A3	Ec_actinula_t.68704
NP_001350791.1	Homo_11935	OG0000189	ATP2B2	Ec_actinula_t.30800
NP_001350791.1	Homo_11935	OG0000189	ATP2B2	Ec_actinula_t.34864
NP_001350791.1	Homo_11935	OG0000189	ATP2B2	Ec_actinula_t.46672
NP_001350791.1	Homo_11935	OG0000189	ATP2B2	Ec_actinula_t.4800
NP_001350791.1	Homo_11935	OG0000189	ATP2B2	Ec_actinula_t.52523
NP_001350791.1	Homo_11935	OG0000189	ATP2B2	Ec_actinula_t.5343
NP_001350791.1	Homo_11935	OG0000189	ATP2B2	Ec_actinula_t.7899
NP_001350791.1	Homo_11935	OG0000189	ATP2B2	Ec_actinula_t.7985
NP_619636.2	Homo_30917	OG0000210	TMC1	Ec_actinula_t.32691
NP_619636.2	Homo_30917	OG0000210	TMC1	Ec_actinula_t.34693
NP_619636.2	Homo_30917	OG0000210	TMC1	Ec_actinula_t.81899
NP_619636.2	Homo_30917	OG0000210	TMC1	Ec_actinula_t.99350
NP_542789.2	Homo_60971	OG0000210	TMC2	Ec_actinula_t.32691
NP_542789.2	Homo_60971	OG0000210	TMC2	Ec_actinula_t.34693
NP_542789.2	Homo_60971	OG0000210	TMC2	Ec_actinula_t.81899
NP_542789.2	Homo_60971	OG0000210	TMC2	Ec_actinula_t.99350
NP_780775.1	Homo_38978	OG0000214	CNTN5	Ec_actinula_t.45477
NP_780775.1	Homo_38978	OG0000214	CNTN5	Ec_actinula_t.580
NP_780775.1	Homo_38978	OG0000214	CNTN5	Ec_actinula_t.580
NP_780775.1	Homo_38978	OG0000214	CNTN5	Ec_actinula_t.580
NP_780775.1	Homo_38978	OG0000214	CNTN5	Ec_actinula_t.580
NP_780775.1	Homo_38978	OG0000214	CNTN5	Ec_actinula_t.82259
NP_001258754.1	Homo_21356	OG0000220	SERPINB6	Ec_actinula_t.18864
NP_001258754.1	Homo_21356	OG0000220	SERPINB6	Ec_actinula_t.27795
NP_001258754.1	Homo_21356	OG0000220	SERPINB6	Ec_actinula_t.326
NP_001258754.1	Homo_21356	OG0000220	SERPINB6	Ec_actinula_t.3976
NP_001258754.1	Homo_21356	OG0000220	SERPINB6	Ec_actinula_t.47752
NP_001258754.1	Homo_21356	OG0000220	SERPINB6	Ec_actinula_t.66774
NP_001258754.1	Homo_21356	OG0000220	SERPINB6	Ec_actinula_t.71568
NP_001258754.1	Homo_21356	OG0000220	SERPINB6	Ec_actinula_t.83225
NP_870989.1	Homo_11766	OG0000241	GRM7	Ec_actinula_t.52868
NP_870989.1	Homo_11766	OG0000241	GRM7	Ec_actinula_t.67032
NP_870989.1	Homo_11766	OG0000241	GRM7	Ec_actinula_t.91811
NP_861463.1	Homo_36138	OG0000327	KCNQ1	Ec_actinula_t.18118
NP_861463.1	Homo_36138	OG0000327	KCNQ1	Ec_actinula_t.32195
NP_861463.1	Homo_36138	OG0000327	KCNQ1	Ec_actinula_t.33419
NP_861463.1	Homo_36138	OG0000327	KCNQ1	Ec_actinula_t.82786
NP_861463.1	Homo_36138	OG0000327	KCNQ1	Ec_actinula_t.84471
NP_861463.1	Homo_36138	OG0000327	KCNQ1	Ec_actinula_t.95436
NP_751895.1	Homo_1812	OG0000327	KCNQ4	Ec_actinula_t.18118
NP_751895.1	Homo_1812	OG0000327	KCNQ4	Ec_actinula_t.32195
NP_751895.1	Homo_1812	OG0000327	KCNQ4	Ec_actinula_t.33419
NP_751895.1	Homo_1812	OG0000327	KCNQ4	Ec_actinula_t.82786
NP_751895.1	Homo_1812	OG0000327	KCNQ4	Ec_actinula_t.84471
NP_751895.1	Homo_1812	OG0000327	KCNQ4	Ec_actinula_t.95436
NP_004337.2	Homo_18363	OG0000344	CASP3	Ec_actinula_t.40316
NP_004337.2	Homo_18363	OG0000344	CASP3	Ec_actinula_t.70271
NP_004337.2	Homo_18363	OG0000344	CASP3	Ec_actinula_t.82422
NP_073609.2	Homo_35978	OG0000375	EPS8L2	Ec_actinula_t.27866
NP_073609.2	Homo_35978	OG0000375	EPS8L2	Ec_actinula_t.55395
NP_073609.2	Homo_35978	OG0000375	EPS8L2	Ec_actinula_t.55661
NP_073609.2	Homo_35978	OG0000375	EPS8L2	Ec_actinula_t.93441
NP_073609.2	Homo_35978	OG0000375	EPS8L2	Ec_actinula_t.93443
NP_073609.2	Homo_35978	OG0000375	EPS8L2	Ec_actinula_t.93443
NP_001361314.1	Homo_56277	OG0000380	ATP8B1	Ec_actinula_t.101139
NP_001361314.1	Homo_56277	OG0000380	ATP8B1	Ec_actinula_t.52344
NP_001287941.1	Homo_24072	OG0000389	EYA4	Ec_actinula_t.1229
NP_742055.1	Homo_28886	OG0000389	EYA1	Ec_actinula_t.1229
NP_001161434.1	Homo_26636	OG0000455	SLC26A5	Ec_actinula_t.52961
NP_001161434.1	Homo_26636	OG0000455	SLC26A5	Ec_actinula_t.99863
NP_001338983.1	Homo_59437	OG0000489	EML2	Ec_actinula_t.33950
NP_001338983.1	Homo_59437	OG0000489	EML2	Ec_actinula_t.53425
NP_001338983.1	Homo_59437	OG0000489	EML2	Ec_actinula_t.53522
NP_001104489.1	Homo_36728	OG0000514	NAV2	Ec_actinula_t.52113
NP_001104489.1	Homo_36728	OG0000514	NAV2	Ec_actinula_t.528
NP_001104489.1	Homo_36728	OG0000514	NAV2	Ec_actinula_t.528
NP_000082.2	Homo_11171	OG0000526	COL4A3	Ec_actinula_t.17721
NP_000082.2	Homo_11171	OG0000526	COL4A3	Ec_actinula_t.17962
NP_000082.2	Homo_11171	OG0000526	COL4A3	Ec_actinula_t.81123
NP_000082.2	Homo_11171	OG0000526	COL4A3	Ec_actinula_t.81167
NP_000082.2	Homo_11171	OG0000526	COL4A3	Ec_actinula_t.81801
NP_000082.2	Homo_11171	OG0000526	COL4A3	Ec_actinula_t.92379
NP_001303619.1	Homo_28732	OG0000596	CHD7	Ec_actinula_t.82268
NP_001193844.1	Homo_41089	OG0000617	CACNB3	Ec_actinula_t.54474
NP_001193844.1	Homo_41089	OG0000617	CACNB3	Ec_actinula_t.590
NP_001193844.1	Homo_41089	OG0000617	CACNB3	Ec_actinula_t.68496
NP_570856.2	Homo_27175	OG0000660	ATP6V0A4	Ec_actinula_t.1057
NP_570856.2	Homo_27175	OG0000660	ATP6V0A4	Ec_actinula_t.97163
NP_570856.2	Homo_27175	OG0000660	ATP6V0A4	Ec_actinula_t.97164
NP_000208.2	Homo_40056	OG0000796	KCNA1	Ec_actinula_t.18252
NP_000208.2	Homo_40056	OG0000796	KCNA1	Ec_actinula_t.26861
NP_000208.2	Homo_40056	OG0000796	KCNA1	Ec_actinula_t.44817
NP_000208.2	Homo_40056	OG0000796	KCNA1	Ec_actinula_t.55291
NP_000208.2	Homo_40056	OG0000796	KCNA1	Ec_actinula_t.83022
NP_001120652.1	Homo_38664	OG0000847	MYO7A	Ec_actinula_t.34972
NP_001120652.1	Homo_38664	OG0000847	MYO7A	Ec_actinula_t.66685
NP_001120652.1	Homo_38664	OG0000847	MYO7A	Ec_actinula_t.67899
NP_005973.1	Homo_45489	OG0000854	SIX1	Ec_actinula_t.102333
NP_005973.1	Homo_45489	OG0000854	SIX1	Ec_actinula_t.28924
NP_005973.1	Homo_45489	OG0000854	SIX1	Ec_actinula_t.30206
NP_005973.1	Homo_45489	OG0000854	SIX1	Ec_actinula_t.31974
NP_005973.1	Homo_45489	OG0000854	SIX1	Ec_actinula_t.37011
NP_005973.1	Homo_45489	OG0000854	SIX1	Ec_actinula_t.57543
NP_015628.2	Homo_28898	OG0000887	TRPA1	Ec_actinula_t.66269
NP_015628.2	Homo_28898	OG0000887	TRPA1	Ec_actinula_t.84956
NP_001305466.1	Homo_44260	OG0000929	SPRY2	Ec_actinula_t.2602
NP_001305466.1	Homo_44260	OG0000929	SPRY2	Ec_actinula_t.37632
NP_001305466.1	Homo_44260	OG0000929	SPRY2	Ec_actinula_t.69550
NP_001242952.1	Homo_22964	OG0000947	CLIC5	Ec_actinula_t.68641
NP_001242952.1	Homo_22964	OG0000947	CLIC5	Ec_actinula_t.72712
NP_001242952.1	Homo_22964	OG0000947	CLIC5	Ec_actinula_t.81656
NP_001358325.1	Homo_17665	OG0000999	USP53	Ec_actinula_t.17777
NP_001358325.1	Homo_17665	OG0000999	USP53	Ec_actinula_t.17777
NP_001358325.1	Homo_17665	OG0000999	USP53	Ec_actinula_t.46870
NP_001358325.1	Homo_17665	OG0000999	USP53	Ec_actinula_t.6388
NP_001358325.1	Homo_17665	OG0000999	USP53	Ec_actinula_t.9271
NP_001300936.1	Homo_20384	OG0001006	DIAPH1	Ec_actinula_t.19922
NP_001300936.1	Homo_20384	OG0001006	DIAPH1	Ec_actinula_t.50909
NP_001300936.1	Homo_20384	OG0001006	DIAPH1	Ec_actinula_t.66188
NP_056948.2	Homo_21688	OG0001063	RIPOR2	Ec_actinula_t.51995
NP_954986.2	Homo_36122	OG0001090	TH	Ec_actinula_t.18798
NP_954986.2	Homo_36122	OG0001090	TH	Ec_actinula_t.21818
NP_954986.2	Homo_36122	OG0001090	TH	Ec_actinula_t.53746
NP_954986.2	Homo_36122	OG0001090	TH	Ec_actinula_t.53783
NP_954986.2	Homo_36122	OG0001090	TH	Ec_actinula_t.60706
NP_955362.1	Homo_48284	OG0001109	HOMER2	Ec_actinula_t.54720
NP_955362.1	Homo_48284	OG0001109	HOMER2	Ec_actinula_t.660
NP_001035930.1	Homo_34168	OG0001177	PSAP	Ec_actinula_t.1553
NP_001035930.1	Homo_34168	OG0001177	PSAP	Ec_actinula_t.28350
NP_001035930.1	Homo_34168	OG0001177	PSAP	Ec_actinula_t.34634
NP_001035930.1	Homo_34168	OG0001177	PSAP	Ec_actinula_t.42995
NP_001035930.1	Homo_34168	OG0001177	PSAP	Ec_actinula_t.56096
NP_001035930.1	Homo_34168	OG0001177	PSAP	Ec_actinula_t.83996
NP_001035930.1	Homo_34168	OG0001177	PSAP	Ec_actinula_t.94227
NP_775862.3	Homo_42208	OG0001217	OTOGL	Ec_actinula_t.31028
NP_775862.3	Homo_42208	OG0001217	OTOGL	Ec_actinula_t.5092
NP_775862.3	Homo_42208	OG0001217	OTOGL	Ec_actinula_t.719
NP_000298.3	Homo_66334	OG0001303	POU3F4	Ec_actinula_t.30545
NP_005370.1	Homo_41765	OG0001426	MYO1A	Ec_actinula_t.82062
NP_001231663.1	Homo_19240	OG0001566	MARVELD2	Ec_actinula_t.82189
NP_001231663.1	Homo_19240	OG0001566	MARVELD2	Ec_actinula_t.8691
NP_005638.1	Homo_65113	OG0001574	TBL1X	Ec_actinula_t.53238
NP_813977.1	Homo_36426	OG0001731	TUB	Ec_actinula_t.68208
NP_071351.2	Homo_55607	OG0001782	PIEZO2	Ec_actinula_t.17544
NP_071351.2	Homo_55607	OG0001782	PIEZO2	Ec_actinula_t.46001
NP_001248326.1	Homo_43073	OG0001872	P2RX4	Ec_actinula_t.46125
NP_001248326.1	Homo_43073	OG0001872	P2RX4	Ec_actinula_t.73125
NP_001248326.1	Homo_43073	OG0001872	P2RX4	Ec_actinula_t.88929
NP_001077061.1	Homo_2515	OG0001930	ROR1	Ec_actinula_t.18543
NP_001077061.1	Homo_2515	OG0001930	ROR1	Ec_actinula_t.19387
NP_001077061.1	Homo_2515	OG0001930	ROR1	Ec_actinula_t.50349
NP_001077061.1	Homo_2515	OG0001930	ROR1	Ec_actinula_t.67231
NP_003663.2	Homo_3119	OG0001967	CDC14A	Ec_actinula_t.5927
NP_003663.2	Homo_3119	OG0001967	CDC14A	Ec_actinula_t.7247
NP_003663.2	Homo_3119	OG0001967	CDC14A	Ec_actinula_t.84013
NP_001012270.1	Homo_55088	OG0002005	BIRC5	Ec_actinula_t.72121
NP_001333819.1	Homo_31723	OG0002020	WHRN	Ec_actinula_t.33067
NP_001333819.1	Homo_31723	OG0002020	WHRN	Ec_actinula_t.83179
NP_000512.2	Homo_19330	OG0002038	HEXB	Ec_actinula_t.36834
NP_000512.2	Homo_19330	OG0002038	HEXB	Ec_actinula_t.49388
NP_000512.2	Homo_19330	OG0002038	HEXB	Ec_actinula_t.54876
NP_000512.2	Homo_19330	OG0002038	HEXB	Ec_actinula_t.7150
NP_000512.2	Homo_19330	OG0002038	HEXB	Ec_actinula_t.91305
NP_000512.2	Homo_19330	OG0002038	HEXB	Ec_actinula_t.99430
NP_004243.1	Homo_54770	OG0002106	SLC9A3R1	Ec_actinula_t.103747
NP_004243.1	Homo_54770	OG0002106	SLC9A3R1	Ec_actinula_t.20556
NP_004243.1	Homo_54770	OG0002106	SLC9A3R1	Ec_actinula_t.9234
NP_004243.1	Homo_54770	OG0002106	SLC9A3R1	Ec_actinula_t.94566
NP_001355069.1	Homo_23305	OG0002109	MYO6	Ec_actinula_t.53501
NP_057323.3	Homo_52448	OG0002141	MYO15A	Ec_actinula_t.17539
NP_057323.3	Homo_52448	OG0002141	MYO15A	Ec_actinula_t.17539
NP_057323.3	Homo_52448	OG0002141	MYO15A	Ec_actinula_t.33940
NP_057323.3	Homo_52448	OG0002141	MYO15A	Ec_actinula_t.46768
NP_057323.3	Homo_52448	OG0002141	MYO15A	Ec_actinula_t.47737
NP_057323.3	Homo_52448	OG0002141	MYO15A	Ec_actinula_t.65854
NP_057323.3	Homo_52448	OG0002141	MYO15A	Ec_actinula_t.92187
NP_056356.2	Homo_13640	OG0002171	LRIG1	Ec_actinula_t.92493
NP_055628.1	Homo_3433	OG0002171	LRIG2	Ec_actinula_t.92493
NP_079409.3	Homo_7884	OG0002445	FBXO11	Ec_actinula_t.905
NP_079409.3	Homo_7884	OG0002445	FBXO11	Ec_actinula_t.905
NP_079409.3	Homo_7884	OG0002445	FBXO11	Ec_actinula_t.95270
NP_004566.2	Homo_17949	OG0002585	POU4F2	Ec_actinula_t.1720
NP_004566.2	Homo_17949	OG0002585	POU4F2	Ec_actinula_t.97443
NP_004566.2	Homo_17949	OG0002585	POU4F2	Ec_actinula_t.97444
NP_002691.1	Homo_20523	OG0002585	POU4F3	Ec_actinula_t.1720
NP_002691.1	Homo_20523	OG0002585	POU4F3	Ec_actinula_t.97443
NP_002691.1	Homo_20523	OG0002585	POU4F3	Ec_actinula_t.97444
NP_002857.1	Homo_57987	OG0002607	RAB3A	Ec_actinula_t.21474
NP_002857.1	Homo_57987	OG0002607	RAB3A	Ec_actinula_t.52866
NP_002857.1	Homo_57987	OG0002607	RAB3A	Ec_actinula_t.67892
NP_002857.1	Homo_57987	OG0002607	RAB3A	Ec_actinula_t.68081
NP_000445.1	Homo_62876	OG0002928	SOD1	Ec_actinula_t.20138
NP_000445.1	Homo_62876	OG0002928	SOD1	Ec_actinula_t.48035
NP_000445.1	Homo_62876	OG0002928	SOD1	Ec_actinula_t.70744
NP_000445.1	Homo_62876	OG0002928	SOD1	Ec_actinula_t.76573
NP_000445.1	Homo_62876	OG0002928	SOD1	Ec_actinula_t.88678
NP_001027451.1	Homo_21481	OG0002965	TFAP2A	Ec_actinula_t.43037
NP_001188306.1	Homo_19878	OG0003111	ALDH7A1	Ec_actinula_t.1394
NP_001188306.1	Homo_19878	OG0003111	ALDH7A1	Ec_actinula_t.45890
NP_001188306.1	Homo_19878	OG0003111	ALDH7A1	Ec_actinula_t.47292
NP_001188306.1	Homo_19878	OG0003111	ALDH7A1	Ec_actinula_t.70357
NP_001188306.1	Homo_19878	OG0003111	ALDH7A1	Ec_actinula_t.97417
NP_057440.2	Homo_21650	OG0003181	DCDC2	Ec_actinula_t.3756
NP_057440.2	Homo_21650	OG0003181	DCDC2	Ec_actinula_t.67883
NP_001077084.2	Homo_9978	OG0003740	MYO3B	Ec_actinula_t.2068
NP_001077084.2	Homo_9978	OG0003740	MYO3B	Ec_actinula_t.66600
NP_001077084.2	Homo_9978	OG0003740	MYO3B	Ec_actinula_t.82116
NP_001355194.1	Homo_33302	OG0003740	MYO3A	Ec_actinula_t.2068
NP_001355194.1	Homo_33302	OG0003740	MYO3A	Ec_actinula_t.66600
NP_001355194.1	Homo_33302	OG0003740	MYO3A	Ec_actinula_t.82116
NP_001683.2	Homo_8227	OG0003750	ATP6V1B1	Ec_actinula_t.18505
NP_001683.2	Homo_8227	OG0003750	ATP6V1B1	Ec_actinula_t.1977
NP_001683.2	Homo_8227	OG0003750	ATP6V1B1	Ec_actinula_t.27605
NP_001683.2	Homo_8227	OG0003750	ATP6V1B1	Ec_actinula_t.81233
NP_056199.2	Homo_18836	OG0003805	NIPBL	Ec_actinula_t.52248
NP_004516.2	Homo_9943	OG0004011	LRP2	Ec_actinula_t.99607
NP_001073945.1	Homo_16555	OG0004299	GRXCR1	Ec_actinula_t.101725
NP_001073945.1	Homo_16555	OG0004299	GRXCR1	Ec_actinula_t.33952
NP_775748.2	Homo_54800	OG0004373	USH1G	Ec_actinula_t.3455
NP_775748.2	Homo_54800	OG0004373	USH1G	Ec_actinula_t.58477
NP_775748.2	Homo_54800	OG0004373	USH1G	Ec_actinula_t.6281
NP_775748.2	Homo_54800	OG0004373	USH1G	Ec_actinula_t.97301
NP_059830.1	Homo_16186	OG0004432	WDR1	Ec_actinula_t.1295
NP_059830.1	Homo_16186	OG0004432	WDR1	Ec_actinula_t.623
NP_059830.1	Homo_16186	OG0004432	WDR1	Ec_actinula_t.81160
NP_212134.3	Homo_60878	OG0004508	SLC52A3	Ec_actinula_t.17869
NP_009054.6	Homo_6281	OG0004579	USH2A	Ec_actinula_t.101155
NP_009054.6	Homo_6281	OG0004579	USH2A	Ec_actinula_t.17753
NP_009054.6	Homo_6281	OG0004579	USH2A	Ec_actinula_t.28603
NP_009054.6	Homo_6281	OG0004579	USH2A	Ec_actinula_t.40165
NP_001305732.1	Homo_38438	OG0004634	LRTOMT	Ec_actinula_t.53410
NP_001305732.1	Homo_38438	OG0004634	LRTOMT	Ec_actinula_t.6088
NP_001363185.1	Homo_49682	OG0005488	CRYM	Ec_actinula_t.20147
NP_001363185.1	Homo_49682	OG0005488	CRYM	Ec_actinula_t.6366
NP_001363185.1	Homo_49682	OG0005488	CRYM	Ec_actinula_t.83578
NP_001356841.1	Homo_10156	OG0005788	PJVK	Ec_actinula_t.52123
NP_036236.1	Homo_39321	OG0005851	BACE1	Ec_actinula_t.100650
NP_036236.1	Homo_39321	OG0005851	BACE1	Ec_actinula_t.67568
NP_001138945.1	Homo_56038	OG0005885	LOXHD1	Ec_actinula_t.51279
NP_001138945.1	Homo_56038	OG0005885	LOXHD1	Ec_actinula_t.52463
NP_001138945.1	Homo_56038	OG0005885	LOXHD1	Ec_actinula_t.65956
NP_001138945.1	Homo_56038	OG0005885	LOXHD1	Ec_actinula_t.791
NP_001308028.1	Homo_10382	OG0006131	PGAP1	Ec_actinula_t.17973
NP_001308028.1	Homo_10382	OG0006131	PGAP1	Ec_actinula_t.33155
NP_004996.1	Homo_29524	OG0006193	NDUFB9	Ec_actinula_t.103806
NP_004996.1	Homo_29524	OG0006193	NDUFB9	Ec_actinula_t.88885
NP_005700.2	Homo_36647	OG0006520	USH1C	Ec_actinula_t.28747
NP_005700.2	Homo_36647	OG0006520	USH1C	Ec_actinula_t.65960
NP_036590.1	Homo_56760	OG0007889	TIMM13	Ec_actinula_t.98462
NP_115495.3	Homo_19536	OG0007959	ADGRV1	Ec_actinula_t.65838
NP_004055.1	Homo_40428	OG0008036	CDKN1B	Ec_actinula_t.43638
NP_004055.1	Homo_40428	OG0008036	CDKN1B	Ec_actinula_t.69303
NP_001030335.1	Homo_54723	OG0008643	RPL38	Ec_actinula_t.26890
NP_061336.1	Homo_61198	OG0008892	MKKS	Ec_actinula_t.56997
NP_036325.2	Homo_38846	OG0013746	FZD4	Ec_actinula_t.2590
